RoutePair,Year,Month,TotalPax
AHMEDABAD - JAISALMER,2020,6,1242.0
AHMEDABAD - JAISALMER,2020,7,429.0
AHMEDABAD - JAISALMER,2020,9,952.0
AHMEDABAD - JAISALMER,2020,10,1768.0
AHMEDABAD - JAISALMER,2020,11,4111.0
AHMEDABAD - JAISALMER,2020,12,4892.0
AHMEDABAD - JAISALMER,2021,1,4939.0
AHMEDABAD - JAISALMER,2021,2,3828.0
AHMEDABAD - JAISALMER,2021,3,3487.0
AHMEDABAD - JAISALMER,2021,4,928.0
AHMEDABAD - JAISALMER,2021,6,464.0
AHMEDABAD - JAISALMER,2021,7,824.0
AHMEDABAD - JAISALMER,2021,8,2452.0
AHMEDABAD - JAISALMER,2021,9,2387.0
AHMEDABAD - JAISALMER,2021,10,2805.0
AHMEDABAD - JAISALMER,2021,11,1973.0
AHMEDABAD - JAISALMER,2021,12,2440.0
AHMEDABAD - JAISALMER,2022,1,838.0
AHMEDABAD - JAISALMER,2022,2,65.0
AHMEDABAD - JAISALMER,2022,3,34.0
AHMEDABAD - JAISALMER,2022,10,95.0
AHMEDABAD - JAISALMER,2022,11,1773.0
AHMEDABAD - JAISALMER,2022,12,2720.0
AHMEDABAD - JAISALMER,2023,1,1836.0
AHMEDABAD - JAISALMER,2023,10,159.0
AHMEDABAD - JAISALMER,2023,11,2482.0
AHMEDABAD - JAISALMER,2023,12,3292.0
AHMEDABAD - JAISALMER,2024,1,3320.0
AHMEDABAD - JAISALMER,2024,2,3174.0
AHMEDABAD - JAISALMER,2024,3,1006.0
AHMEDABAD - JAISALMER,2025,2,37.0
AHMEDABAD - JALGAON,2019,9,1613.0
AHMEDABAD - JALGAON,2019,10,1482.0
AHMEDABAD - JALGAON,2019,11,1696.0
AHMEDABAD - JALGAON,2019,12,1720.0
AHMEDABAD - JALGAON,2020,1,1823.0
AHMEDABAD - JALGAON,2020,2,2091.0
AHMEDABAD - JALGAON,2020,3,960.0
AHMEDABAD - JALGAON,2020,6,310.0
AHMEDABAD - JALGAON,2020,7,112.0
AHMEDABAD - JALGAON,2020,9,386.0
AHMEDABAD - JALGAON,2020,10,623.0
AHMEDABAD - JALGAON,2020,11,785.0
AHMEDABAD - JALGAON,2020,12,718.0
AHMEDABAD - JALGAON,2021,1,753.0
AHMEDABAD - JALGAON,2021,2,864.0
AHMEDABAD - JALGAON,2021,3,635.0
AHMEDABAD - JALGAON,2021,4,133.0
AHMEDABAD - JALGAON,2021,6,237.0
AHMEDABAD - JALGAON,2021,7,393.0
AHMEDABAD - JALGAON,2021,8,717.0
AHMEDABAD - JALGAON,2021,9,445.0
AHMEDABAD - JALGAON,2021,10,625.0
AHMEDABAD - JALGAON,2021,11,671.0
AHMEDABAD - JALGAON,2021,12,821.0
AHMEDABAD - JALGAON,2022,1,660.0
AHMEDABAD - JALGAON,2022,2,101.0
AHMEDABAD - JALGAON,2024,10,92.0
AHMEDABAD - JALGAON,2024,11,1096.0
AHMEDABAD - JALGAON,2024,12,1113.0
AHMEDABAD - JALGAON,2025,1,839.0
AHMEDABAD - JALGAON,2025,2,889.0
AHMEDABAD - JALGAON,2025,3,621.0
AHMEDABAD - JALGAON,2025,4,1203.0
AHMEDABAD - JALGAON,2025,5,1070.0
AHMEDABAD - JALGAON,2025,6,735.0
AHMEDABAD - JALGAON,2025,9,40.0
AHMEDABAD - JALGAON,2025,10,489.0
AHMEDABAD - JALGAON,2025,11,1249.0
AHMEDABAD - JALGAON,2025,12,892.0
AHMEDABAD - JALGAON,2026,1,1013.0
AHMEDABAD - JALGAON,2026,2,1119.0
AHMEDABAD - JALGAON,2026,3,545.0
AHMEDABAD - JALGAON,2026,4,1159.0
AHMEDABAD - JAMMU,2018,12,1926.0
AHMEDABAD - JAMMU,2019,1,4394.0
AHMEDABAD - JAMMU,2019,2,3643.0
AHMEDABAD - JAMMU,2019,3,1277.0
AHMEDABAD - JAMMU,2020,7,29.0
AHMEDABAD - JAMMU,2020,8,461.0
AHMEDABAD - JAMMU,2020,9,786.0
AHMEDABAD - JAMMU,2020,10,674.0
AHMEDABAD - JAMMU,2020,11,1006.0
AHMEDABAD - JAMMU,2020,12,2380.0
AHMEDABAD - JAMMU,2021,1,1600.0
AHMEDABAD - JAMMU,2021,2,778.0
AHMEDABAD - JAMMU,2021,3,1204.0
AHMEDABAD - JAMMU,2021,4,1321.0
AHMEDABAD - JAMMU,2021,10,198.0
AHMEDABAD - JAMMU,2022,10,318.0
AHMEDABAD - JAMMU,2022,11,4043.0
AHMEDABAD - JAMMU,2022,12,5176.0
AHMEDABAD - JAMMU,2023,1,5169.0
AHMEDABAD - JAMMU,2023,2,4883.0
AHMEDABAD - JAMMU,2023,3,5485.0
AHMEDABAD - JAMMU,2023,4,5983.0
AHMEDABAD - JAMMU,2023,5,6032.0
AHMEDABAD - JAMMU,2023,6,5645.0
AHMEDABAD - JAMMU,2023,7,5796.0
AHMEDABAD - JAMMU,2023,8,5408.0
AHMEDABAD - JAMMU,2023,9,4656.0
AHMEDABAD - JAMMU,2023,10,5101.0
AHMEDABAD - JAMMU,2023,11,5078.0
AHMEDABAD - JAMMU,2023,12,5906.0
AHMEDABAD - JAMMU,2024,1,5593.0
AHMEDABAD - JAMMU,2024,2,5129.0
AHMEDABAD - JAMMU,2024,3,5653.0
AHMEDABAD - JAMMU,2024,4,4881.0
AHMEDABAD - JAMMU,2024,6,4390.0
AHMEDABAD - JAMMU,2024,7,4127.0
AHMEDABAD - JAMMU,2024,8,3937.0
AHMEDABAD - JAMMU,2024,9,4191.0
AHMEDABAD - JAMMU,2024,10,3736.0
AHMEDABAD - JAMMU,2024,11,5583.0
AHMEDABAD - JAMMU,2024,12,6089.0
AHMEDABAD - JAMMU,2025,1,5470.0
AHMEDABAD - JAMMU,2025,2,5114.0
AHMEDABAD - JAMMU,2025,3,8519.0
AHMEDABAD - JAMMU,2025,4,4582.0
AHMEDABAD - JAMMU,2025,5,365.0
AHMEDABAD - JAMMU,2025,6,10.0
AHMEDABAD - JAMMU,2025,7,4219.0
AHMEDABAD - JAMMU,2025,8,4832.0
AHMEDABAD - JAMMU,2025,9,4250.0
AHMEDABAD - JAMMU,2025,10,4682.0
AHMEDABAD - JAMMU,2025,11,5778.0
AHMEDABAD - JAMMU,2025,12,4851.0
AHMEDABAD - JAMMU,2026,1,6200.0
AHMEDABAD - JAMMU,2026,2,5119.0
AHMEDABAD - JAMMU,2026,3,5806.0
AHMEDABAD - JAMMU,2026,4,4511.0
AHMEDABAD - JAMNAGAR,2018,2,1.0
AHMEDABAD - JAMNAGAR,2018,5,23.0
AHMEDABAD - JAMNAGAR,2020,10,6.0
AHMEDABAD - JAMNAGAR,2020,11,1.0
AHMEDABAD - JAMNAGAR,2025,8,508.0
AHMEDABAD - JAMNAGAR,2025,9,1317.0
AHMEDABAD - JAMNAGAR,2025,10,2185.0
AHMEDABAD - JAMNAGAR,2025,11,1709.0
AHMEDABAD - JAMNAGAR,2025,12,2140.0
AHMEDABAD - JAMNAGAR ,2026,1,2589.0
AHMEDABAD - JAMNAGAR ,2026,2,1634.0
AHMEDABAD - JAMNAGAR ,2026,3,1517.0
AHMEDABAD - JAMNAGAR ,2026,4,1209.0
AHMEDABAD - JODHPUR,2018,9,2747.0
AHMEDABAD - JODHPUR,2018,10,3632.0
AHMEDABAD - JODHPUR,2018,11,5842.0
AHMEDABAD - JODHPUR,2018,12,6796.0
AHMEDABAD - JODHPUR,2019,1,7215.0
AHMEDABAD - JODHPUR,2019,2,6900.0
AHMEDABAD - JODHPUR,2019,3,6679.0
AHMEDABAD - JODHPUR,2019,9,6715.0
AHMEDABAD - JODHPUR,2019,10,7806.0
AHMEDABAD - JODHPUR,2019,11,8513.0
AHMEDABAD - JODHPUR,2019,12,9029.0
AHMEDABAD - JODHPUR,2020,1,8211.0
AHMEDABAD - JODHPUR,2020,2,7377.0
AHMEDABAD - JODHPUR,2020,3,3798.0
AHMEDABAD - JODHPUR,2021,7,769.0
AHMEDABAD - JODHPUR,2021,8,536.0
AHMEDABAD - JODHPUR,2021,10,159.0
AHMEDABAD - JODHPUR,2021,11,3283.0
AHMEDABAD - JODHPUR,2021,12,3602.0
AHMEDABAD - JODHPUR,2022,1,938.0
AHMEDABAD - JODHPUR,2022,6,2997.0
AHMEDABAD - JODHPUR,2022,7,3053.0
AHMEDABAD - JODHPUR,2022,8,3215.0
AHMEDABAD - JODHPUR,2022,9,3605.0
AHMEDABAD - JODHPUR,2022,10,3511.0
AHMEDABAD - JODHPUR,2022,11,3294.0
AHMEDABAD - JODHPUR,2022,12,3312.0
AHMEDABAD - JODHPUR,2023,1,3289.0
AHMEDABAD - JODHPUR,2023,2,3210.0
AHMEDABAD - JODHPUR,2023,3,3185.0
AHMEDABAD - JODHPUR,2023,4,3572.0
AHMEDABAD - JODHPUR,2023,5,3797.0
AHMEDABAD - JODHPUR,2023,6,3842.0
AHMEDABAD - JODHPUR,2023,7,3287.0
AHMEDABAD - JODHPUR,2023,8,2865.0
AHMEDABAD - JODHPUR,2023,9,3491.0
AHMEDABAD - JODHPUR,2023,10,3595.0
AHMEDABAD - JODHPUR,2023,11,3713.0
AHMEDABAD - JODHPUR,2023,12,4223.0
AHMEDABAD - JODHPUR,2024,1,4188.0
AHMEDABAD - JODHPUR,2024,2,3727.0
AHMEDABAD - JODHPUR,2024,3,3724.0
AHMEDABAD - JODHPUR,2024,4,3809.0
AHMEDABAD - JODHPUR,2024,6,3366.0
AHMEDABAD - JODHPUR,2024,7,3597.0
AHMEDABAD - JODHPUR,2024,8,3743.0
AHMEDABAD - JODHPUR,2024,9,4003.0
AHMEDABAD - JODHPUR,2024,10,3843.0
AHMEDABAD - JODHPUR,2024,11,4119.0
AHMEDABAD - JODHPUR,2024,12,4116.0
AHMEDABAD - JODHPUR,2025,1,4317.0
AHMEDABAD - JODHPUR,2025,2,3904.0
AHMEDABAD - JODHPUR,2025,3,4009.0
AHMEDABAD - JODHPUR,2025,4,3497.0
AHMEDABAD - JODHPUR,2025,5,2264.0
AHMEDABAD - JODHPUR,2025,6,3297.0
AHMEDABAD - JODHPUR,2025,7,2356.0
AHMEDABAD - JODHPUR,2025,8,2488.0
AHMEDABAD - JODHPUR,2025,9,2722.0
AHMEDABAD - JODHPUR,2025,10,3021.0
AHMEDABAD - JODHPUR,2025,11,3253.0
AHMEDABAD - JODHPUR,2025,12,3233.0
AHMEDABAD - JODHPUR,2026,1,3346.0
AHMEDABAD - JODHPUR,2026,2,3249.0
AHMEDABAD - JODHPUR,2026,3,2616.0
AHMEDABAD - JODHPUR,2026,4,272.0
AHMEDABAD - JORHAT,2017,2,18.0
AHMEDABAD - JORHAT,2017,3,34.0
AHMEDABAD - JORHAT,2017,6,57.0
AHMEDABAD - KANDLA,2019,5,1548.0
AHMEDABAD - KANDLA,2019,6,2141.0
AHMEDABAD - KANDLA,2019,7,2858.0
AHMEDABAD - KANDLA,2019,8,2822.0
AHMEDABAD - KANDLA,2019,9,2980.0
AHMEDABAD - KANDLA,2019,10,3447.0
AHMEDABAD - KANDLA,2019,11,4436.0
AHMEDABAD - KANDLA,2019,12,5711.0
AHMEDABAD - KANDLA,2020,1,5309.0
AHMEDABAD - KANDLA,2020,2,4571.0
AHMEDABAD - KANDLA,2020,3,3094.0
AHMEDABAD - KANDLA,2020,5,135.0
AHMEDABAD - KANDLA,2020,6,772.0
AHMEDABAD - KANDLA,2020,7,717.0
AHMEDABAD - KANDLA,2020,8,793.0
AHMEDABAD - KANDLA,2020,9,1450.0
AHMEDABAD - KANDLA,2020,10,1857.0
AHMEDABAD - KANDLA,2020,11,2661.0
AHMEDABAD - KANDLA,2020,12,2795.0
AHMEDABAD - KANDLA,2021,1,3189.0
AHMEDABAD - KANDLA,2021,2,3387.0
AHMEDABAD - KANDLA,2021,3,3384.0
AHMEDABAD - KANDLA,2021,4,1461.0
AHMEDABAD - KANDLA,2021,6,225.0
AHMEDABAD - KANDLA,2021,7,385.0
AHMEDABAD - KANDLA,2021,8,1211.0
AHMEDABAD - KANDLA,2021,9,1357.0
AHMEDABAD - KANDLA,2021,10,1522.0
AHMEDABAD - KANDLA,2021,11,1129.0
AHMEDABAD - KANDLA,2021,12,1201.0
AHMEDABAD - KANDLA,2022,1,310.0
AHMEDABAD - KANPUR,2019,9,344.0
AHMEDABAD - KANPUR,2019,10,2300.0
AHMEDABAD - KANPUR,2019,12,1782.0
AHMEDABAD - KANPUR,2020,1,3725.0
AHMEDABAD - KANPUR,2020,2,3879.0
AHMEDABAD - KANPUR,2020,3,2871.0
AHMEDABAD - KANPUR,2020,10,580.0
AHMEDABAD - KANPUR,2020,11,3618.0
AHMEDABAD - KANPUR,2020,12,3722.0
AHMEDABAD - KANPUR,2021,1,2187.0
AHMEDABAD - KANPUR,2021,2,891.0
AHMEDABAD - KESHOD,2024,10,169.0
AHMEDABAD - KESHOD,2024,11,1366.0
AHMEDABAD - KESHOD,2024,12,694.0
AHMEDABAD - KESHOD,2025,1,773.0
AHMEDABAD - KESHOD,2025,2,780.0
AHMEDABAD - KESHOD,2025,3,558.0
AHMEDABAD - KESHOD,2025,4,551.0
AHMEDABAD - KESHOD,2025,5,272.0
AHMEDABAD - KESHOD,2025,6,309.0
AHMEDABAD - KESHOD,2025,10,108.0
AHMEDABAD - KESHOD,2025,11,421.0
AHMEDABAD - KESHOD,2025,12,125.0
AHMEDABAD - KESHOD,2026,1,500.0
AHMEDABAD - KESHOD,2026,2,484.0
AHMEDABAD - KESHOD,2026,3,73.0
AHMEDABAD - KESHOD,2026,4,152.0
AHMEDABAD - KISHANGARH,2025,3,2779.0
AHMEDABAD - KISHANGARH,2025,4,3845.0
AHMEDABAD - KISHANGARH,2025,5,2529.0
AHMEDABAD - KISHANGARH,2025,6,3316.0
AHMEDABAD - KISHANGARH,2025,7,2196.0
AHMEDABAD - KISHANGARH,2025,8,2602.0
AHMEDABAD - KISHANGARH,2025,9,2739.0
AHMEDABAD - KISHANGARH,2025,10,3324.0
AHMEDABAD - KISHANGARH,2025,11,2903.0
AHMEDABAD - KISHANGARH,2025,12,2927.0
AHMEDABAD - KISHANGARH,2026,1,3596.0
AHMEDABAD - KISHANGARH,2026,2,3011.0
AHMEDABAD - KISHANGARH,2026,3,3433.0
AHMEDABAD - KISHANGARH,2026,4,3487.0
AHMEDABAD - KOCHI,2015,4,2383.0
AHMEDABAD - KOCHI,2015,5,4522.0
AHMEDABAD - KOCHI,2015,6,2146.0
AHMEDABAD - KOCHI,2015,7,1136.0
AHMEDABAD - KOCHI,2015,8,2227.0
AHMEDABAD - KOCHI,2015,9,3569.0
AHMEDABAD - KOCHI,2015,10,3200.0
AHMEDABAD - KOCHI,2015,11,5280.0
AHMEDABAD - KOCHI,2015,12,4701.0
AHMEDABAD - KOCHI,2016,1,4826.0
AHMEDABAD - KOCHI,2016,2,4017.0
AHMEDABAD - KOCHI,2016,3,2741.0
AHMEDABAD - KOCHI,2016,4,3321.0
AHMEDABAD - KOCHI,2016,5,5480.0
AHMEDABAD - KOCHI,2016,6,2499.0
AHMEDABAD - KOCHI,2016,7,1954.0
AHMEDABAD - KOCHI,2016,8,2795.0
AHMEDABAD - KOCHI,2016,9,2154.0
AHMEDABAD - KOCHI,2016,10,2784.0
AHMEDABAD - KOCHI,2016,11,3727.0
AHMEDABAD - KOCHI,2016,12,3508.0
AHMEDABAD - KOCHI,2017,1,3673.0
AHMEDABAD - KOCHI,2017,2,6810.0
AHMEDABAD - KOCHI,2017,3,9789.0
AHMEDABAD - KOCHI,2017,4,10264.0
AHMEDABAD - KOCHI,2017,5,13709.0
AHMEDABAD - KOCHI,2017,6,11822.0
AHMEDABAD - KOCHI,2017,7,11018.0
AHMEDABAD - KOCHI,2017,8,12153.0
AHMEDABAD - KOCHI,2017,9,10180.0
AHMEDABAD - KOCHI,2017,10,12641.0
AHMEDABAD - KOCHI,2017,11,11880.0
AHMEDABAD - KOCHI,2017,12,10788.0
AHMEDABAD - KOCHI,2018,1,11611.0
AHMEDABAD - KOCHI,2018,2,10602.0
AHMEDABAD - KOCHI,2018,3,3189.0
